Dex	Name	Nom	Form	Type1	Type2	Total	HP	Attack	Defense	SpAtk	SpDef	Speed	Gen	Ether	Psycox	IconUrl	PokeApiIdentifier	Abilities	HiddenAbility	IsFullyEvolved	Category	SmogonTier
650	Chespin	Marisson		Grass		313	56	61	65	48	45	38	6	7	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0650.png	chespin	overgrow	bulletproof	false	Normal	LC
651	Quilladin	Boguérisse		Grass		405	61	78	95	56	58	57	6	5	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0651.png	quilladin	overgrow	bulletproof	false	Normal	NFE
652	Chesnaught	Blindépique		Grass	Fighting	530	88	107	122	74	75	64	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0652.png	chesnaught	overgrow	bulletproof	true	Normal	RU
653	Fennekin	Feunnec		Fire		307	40	45	40	62	60	60	6	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0653.png	fennekin	blaze	magician	false	Normal	LC
654	Braixen	Roussil		Fire		409	59	59	58	90	70	73	6	8	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0654.png	braixen	blaze	magician	false	Normal	NFE
655	Delphox	Goupelin		Fire	Psychic	534	75	69	72	114	100	104	6	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0655.png	delphox	blaze	magician	true	Normal	PU
656	Froakie	Grenousse		Water		314	41	56	40	62	44	71	6	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0656.png	froakie	torrent	protean	false	Normal	LC
657	Frogadier	Croâporal		Water		405	54	63	52	83	56	97	6	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0657.png	frogadier	torrent	protean	false	Normal	NFE
658	Greninja	Amphinobi		Water	Dark	530	72	95	67	103	71	122	6	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0658.png	greninja	torrent	protean	true	Normal	UU
659	Bunnelby	Sapereau		Normal		237	38	36	38	32	36	57	6	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0659.png	bunnelby	pickup,cheek-pouch	huge-power	false	Normal	Illegal
660	Diggersby	Excavarenne		Normal	Ground	423	85	56	77	50	77	78	6	2	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0660.png	diggersby	pickup,cheek-pouch	huge-power	true	Normal	Illegal
661	Fletchling	Passerouge		Normal	Flying	278	45	50	43	40	38	62	6	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0661.png	fletchling	big-pecks	gale-wings	false	Normal	LC
662	Fletchinder	Braisillon		Fire	Flying	382	62	73	55	56	52	84	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0662.png	fletchinder	flame-body	gale-wings	false	Normal	NFE
663	Talonflame	Flambusard		Fire	Flying	499	78	81	71	74	69	126	6	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0663.png	talonflame	flame-body	gale-wings	true	Normal	RU
664	Scatterbug	Lépidonille		Bug		200	38	35	40	27	25	35	6	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0664.png	scatterbug	shield-dust,compound-eyes	friend-guard	false	Normal	LC
665	Spewpa	Pérégrain		Bug		213	45	22	60	27	30	29	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0665.png	spewpa	shed-skin	friend-guard	false	Normal	NFE
666	Vivillon	Prismillon		Bug	Flying	411	80	52	50	90	50	89	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0666.png	vivillon	shield-dust,compound-eyes	friend-guard	true	Normal	ZU
667	Litleo	Hélionceau		Fire	Normal	369	62	50	58	73	54	72	6	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0667.png	litleo	rivalry,unnerve	moxie	false	Normal	LC
668	Pyroar	Némélios		Fire	Normal	507	86	68	72	109	66	106	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0668.png	pyroar	rivalry,unnerve	moxie	true	Normal	ZU
669	Flabébé	Flabébé		Fairy		303	44	38	39	61	79	42	6	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0669.png	flabebe	flower-veil	symbiosis	false	Normal	LC
670	Floette	Floette		Fairy		371	54	45	47	75	98	52	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0670.png	floette	flower-veil	symbiosis	false	Normal	NFE
671	Florges	Florges		Fairy		552	78	65	68	112	154	75	6	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0671.png	florges	flower-veil	symbiosis	true	Normal	PU
672	Skiddo	Cabriolaine		Grass		350	66	65	48	62	57	52	6	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0672.png	skiddo	sap-sipper	grass-pelt	false	Normal	LC
673	Gogoat	Chevroum		Grass		531	123	100	62	97	81	68	6	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0673.png	gogoat	sap-sipper	grass-pelt	true	Normal	ZU
674	Pancham	Pandespiègle		Fighting		348	67	82	62	46	48	43	6	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0674.png	pancham	iron-fist,mold-breaker	scrappy	false	Normal	Illegal
675	Pangoro	Pandarbare		Fighting	Dark	495	95	124	78	69	71	58	6	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0675.png	pangoro	iron-fist,mold-breaker	scrappy	true	Normal	Illegal
676	Furfrou	Couafarel		Normal		472	75	80	60	65	90	102	6	1	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0676.png	furfrou	fur-coat		true	Normal	Illegal
677	Espurr	Psystigri		Psychic		355	62	48	54	63	60	68	6	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0677.png	espurr	keen-eye,infiltrator	own-tempo	false	Normal	LC
678	Meowstic	Mistigrix	Male	Psychic		466	74	48	76	83	81	104	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0678.png	meowstic-male	keen-eye,infiltrator	prankster	true	Normal	Unknown
678	Meowstic	Mistigrix	Female	Psychic		466	74	48	76	83	81	104	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0678_01.png	meowstic-female	keen-eye,infiltrator	competitive	true	Normal	Unknown
679	Honedge	Monorpale		Steel	Ghost	325	45	80	100	35	37	28	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0679.png	honedge	no-guard		false	Normal	Illegal
680	Doublade	Dimoclès		Steel	Ghost	448	59	110	150	45	49	35	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0680.png	doublade	no-guard		false	Normal	Illegal
681	Aegislash	Exagide	Shield Forme	Steel	Ghost	500	60	50	140	50	140	60	6	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0681.png	aegislash-shield	stance-change		true	Normal	Unknown
682	Spritzee	Fluvetin		Fairy		341	78	52	60	63	65	23	6	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0682.png	spritzee	healer	aroma-veil	false	Normal	Illegal
683	Aromatisse	Cocotine		Fairy		462	101	72	72	99	89	29	6	2	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0683.png	aromatisse	healer	aroma-veil	true	Normal	Illegal
684	Swirlix	Sucroquin		Fairy		341	62	48	66	59	57	49	6	6	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0684.png	swirlix	sweet-veil	unburden	false	Normal	Illegal
685	Slurpuff	Cupcanaille		Fairy		480	82	80	86	85	75	72	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0685.png	slurpuff	sweet-veil	unburden	true	Normal	Illegal
686	Inkay	Sepiatop		Dark	Psychic	288	53	54	53	37	46	45	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0686.png	inkay	contrary,suction-cups	infiltrator	false	Normal	LC
687	Malamar	Sepiatroce		Dark	Psychic	482	86	92	88	68	75	73	6	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0687.png	malamar	contrary,suction-cups	infiltrator	true	Normal	ZU
688	Binacle	Opermine		Rock	Water	306	42	52	67	39	56	50	6	0	0	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0688.png	binacle	tough-claws,sniper	pickpocket	false	Normal	Illegal
689	Barbaracle	Golgopathe		Rock	Water	500	72	105	115	54	86	68	6	0	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0689.png	barbaracle	tough-claws,sniper	pickpocket	true	Normal	Illegal
690	Skrelp	Venalgue		Poison	Water	320	50	60	60	60	60	30	6	5	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0690.png	skrelp	poison-point,poison-touch	adaptability	false	Normal	LC
691	Dragalge	Kravarech		Poison	Dragon	494	65	75	90	97	123	44	6	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0691.png	dragalge	poison-point,poison-touch	adaptability	true	Normal	PUBL
692	Clauncher	Flingouste		Water		330	50	53	62	58	63	44	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0692.png	clauncher	mega-launcher		false	Normal	LC
693	Clawitzer	Gamblast		Water		500	71	73	88	120	89	59	6	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0693.png	clawitzer	mega-launcher		true	Normal	ZU
694	Helioptile	Galvaran		Electric	Normal	289	44	38	33	61	43	70	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0694.png	helioptile	dry-skin,sand-veil	solar-power	false	Normal	Illegal
695	Heliolisk	Iguolta		Electric	Normal	481	62	55	52	109	94	109	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0695.png	heliolisk	dry-skin,sand-veil	solar-power	true	Normal	Illegal
696	Tyrunt	Ptyranidur		Rock	Dragon	362	58	89	77	45	45	48	6	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0696.png	tyrunt	strong-jaw	sturdy	false	Normal	Illegal
697	Tyrantrum	Rexillius		Rock	Dragon	521	82	121	119	69	59	71	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0697.png	tyrantrum	strong-jaw	rock-head	true	Normal	Illegal
698	Amaura	Amagara		Rock	Ice	362	77	59	50	67	63	46	6	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0698.png	amaura	refrigerate	snow-warning	false	Normal	Illegal
699	Aurorus	Dragmara		Rock	Ice	521	123	77	72	99	92	58	6	5	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0699.png	aurorus	refrigerate	snow-warning	true	Normal	Illegal
700	Sylveon	Nymphali		Fairy		525	95	65	65	110	130	60	6	10	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0700.png	sylveon	cute-charm	pixilate	true	Normal	NU
701	Hawlucha	Brutalibré		Fighting	Flying	500	78	92	75	74	63	118	6	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0701.png	hawlucha	limber,unburden	mold-breaker	true	Normal	UU
702	Dedenne	Dedenne		Electric	Fairy	431	67	58	57	81	67	101	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0702.png	dedenne	cheek-pouch,pickup	plus	true	Normal	ZU
703	Carbink	Strassie		Rock	Fairy	500	50	50	150	50	150	50	6	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0703.png	carbink	clear-body	sturdy	true	Normal	ZU
704	Goomy	Mucuscule		Dragon		300	45	50	35	55	75	40	6	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0704.png	goomy	sap-sipper,hydration	gooey	false	Normal	LC
705	Sliggoo	Colimucus		Dragon		452	68	75	53	83	113	60	6	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0705.png	sliggoo	sap-sipper,hydration	gooey	false	Normal	NFE
705	Sliggoo	Colimucus	Hisuian Sliggoo	Steel	Dragon	452	58	75	83	83	113	40	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0705_01.png	sliggoo-hisui	sap-sipper,shell-armor	gooey	false	Normal	NFE
706	Goodra	Muplodocus		Dragon		600	90	100	70	110	150	80	6	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0706.png	goodra	sap-sipper,hydration	gooey	true	Normal	PU
706	Goodra	Muplodocus	Hisuian Goodra	Steel	Dragon	600	80	100	100	110	150	60	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0706_01.png	goodra-hisui	sap-sipper,shell-armor	gooey	true	Normal	RU
707	Klefki	Trousselin		Steel	Fairy	470	57	80	91	80	87	75	6	1	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0707.png	klefki	prankster	magician	true	Normal	NU
708	Phantump	Brocélôme		Ghost	Grass	309	43	70	48	50	60	38	6	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0708.png	phantump	natural-cure,frisk	harvest	false	Normal	LC
709	Trevenant	Desséliande		Ghost	Grass	474	85	110	76	65	82	56	6	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0709.png	trevenant	natural-cure,frisk	harvest	true	Normal	ZU
710	Pumpkaboo	Pitrouille	Average Size	Ghost	Grass	335	49	66	70	44	55	51	6	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0710.png	pumpkaboo-average	pickup,frisk	insomnia	false	Normal	Unknown
710	Pumpkaboo	Pitrouille	Small Size	Ghost	Grass	335	44	66	70	44	55	56	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0710_01.png	pumpkaboo-small	pickup,frisk	insomnia	false	Normal	Unknown
710	Pumpkaboo	Pitrouille	Large Size	Ghost	Grass	335	54	66	70	44	55	46	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0710_02.png	pumpkaboo-large	pickup,frisk	insomnia	false	Normal	Unknown
710	Pumpkaboo	Pitrouille	Super Size	Ghost	Grass	335	59	66	70	44	55	41	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0710_03.png	pumpkaboo-super	pickup,frisk	insomnia	false	Normal	Unknown
711	Gourgeist	Banshitrouye	Average Size	Ghost	Grass	494	65	90	122	58	75	84	6	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0711.png	gourgeist-average	pickup,frisk	insomnia	true	Normal	Unknown
711	Gourgeist	Banshitrouye	Small Size	Ghost	Grass	494	55	85	122	58	75	99	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0711_01.png	gourgeist-small	pickup,frisk	insomnia	true	Normal	Unknown
711	Gourgeist	Banshitrouye	Large Size	Ghost	Grass	494	75	95	122	58	75	69	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0711_02.png	gourgeist-large	pickup,frisk	insomnia	true	Normal	Unknown
711	Gourgeist	Banshitrouye	Super Size	Ghost	Grass	494	85	100	122	58	75	54	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0711_03.png	gourgeist-super	pickup,frisk	insomnia	true	Normal	Unknown
712	Bergmite	Grelaçon		Ice		304	55	69	85	32	35	28	6	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0712.png	bergmite	own-tempo,ice-body	sturdy	false	Normal	LC
713	Avalugg	Séracrawl		Ice		514	95	117	184	44	46	28	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0713.png	avalugg	own-tempo,ice-body	sturdy	true	Normal	NU
713	Avalugg	Séracrawl	Hisuian Avalugg	Ice	Rock	514	95	127	184	34	36	38	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0713_01.png	avalugg-hisui	strong-jaw,ice-body	sturdy	true	Normal	PU
714	Noibat	Sonistrelle		Flying	Dragon	245	40	30	35	45	40	55	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0714.png	noibat	frisk,infiltrator	telepathy	false	Normal	LC
715	Noivern	Bruyverne		Flying	Dragon	535	85	70	80	97	80	123	6	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0715.png	noivern	frisk,infiltrator	telepathy	true	Normal	RU
716	Xerneas	Xerneas		Fairy		680	126	131	95	131	98	99	6	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0716.png	xerneas	fairy-aura		true	Legendary	Illegal
717	Yveltal	Yveltal		Dark	Flying	680	126	131	95	131	98	99	6	9	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0717.png	yveltal	dark-aura		true	Legendary	Illegal
718	Zygarde	Zygarde		Dragon	Ground	600	108	100	121	81	95	95	6	5	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0718.png	zygarde-50	aura-break		true	Legendary	Unknown
719	Diancie	Diancie		Rock	Fairy	600	50	100	150	100	150	50	6	8	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0719.png	diancie	clear-body		true	Mythical	NU
720	Hoopa	Hoopa	Hoopa Confined	Psychic	Ghost	600	80	110	60	150	130	70	6	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0720.png	hoopa	magician		true	Mythical	PU
720	Hoopa	Hoopa	Hoopa Unbound	Psychic	Dark	680	80	160	60	170	130	80	6			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0720_01.png	hoopa-unbound	magician		true	Mythical	UUBL
721	Volcanion	Volcanion		Fire	Water	600	80	110	120	130	90	70	6	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0721.png	volcanion	water-absorb		true	Mythical	RU
722	Rowlet	Brindibou		Grass	Flying	320	68	55	55	50	50	42	7	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0722.png	rowlet	overgrow	long-reach	false	Normal	LC
723	Dartrix	Efflèche		Grass	Flying	420	78	75	75	70	70	52	7	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0723.png	dartrix	overgrow	long-reach	false	Normal	NFE
724	Decidueye	Archéduc		Grass	Ghost	530	78	107	75	100	100	70	7	8	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0724.png	decidueye	overgrow	long-reach	true	Normal	NU
724	Decidueye	Archéduc	Hisuian Decidueye	Grass	Fighting	530	88	112	80	95	95	60	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0724_01.png	decidueye-hisui	overgrow	scrappy	true	Normal	PU
725	Litten	Flamiaou		Fire		320	45	65	40	60	40	70	7	7	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0725.png	litten	blaze	intimidate	false	Normal	LC
726	Torracat	Matoufeu		Fire		420	65	85	50	80	50	90	7	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0726.png	torracat	blaze	intimidate	false	Normal	NFE
727	Incineroar	Félinferno		Fire	Dark	530	95	115	90	80	90	60	7	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0727.png	incineroar	blaze	intimidate	true	Normal	NU
728	Popplio	Otaquin		Water		320	50	54	54	66	56	40	7	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0728.png	popplio	torrent	liquid-voice	false	Normal	LC
729	Brionne	Otarlette		Water		420	60	69	69	91	81	50	7	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0729.png	brionne	torrent	liquid-voice	false	Normal	NFE
730	Primarina	Oratoria		Water	Fairy	530	80	74	74	126	116	60	7	7	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0730.png	primarina	torrent	liquid-voice	true	Normal	OU
731	Pikipek	Picassaut		Normal	Flying	265	35	75	30	30	30	65	7	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0731.png	pikipek	keen-eye,skill-link	pickup	false	Normal	LC
732	Trumbeak	Piclairon		Normal	Flying	355	55	85	50	40	50	75	7	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0732.png	trumbeak	keen-eye,skill-link	pickup	false	Normal	NFE
733	Toucannon	Bazoucan		Normal	Flying	485	80	120	75	75	75	60	7	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0733.png	toucannon	keen-eye,skill-link	sheer-force	true	Normal	ZU
734	Yungoos	Manglouton		Normal		253	48	70	30	30	30	45	7	2	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0734.png	yungoos	stakeout,strong-jaw	adaptability	false	Normal	LC
735	Gumshoos	Argouste		Normal		418	88	110	60	55	60	45	7	1	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0735.png	gumshoos	stakeout,strong-jaw	adaptability	true	Normal	ZU
736	Grubbin	Larvibule		Bug		300	47	62	45	55	45	46	7	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0736.png	grubbin	swarm		false	Normal	LC
737	Charjabug	Chrysapile		Bug	Electric	400	57	82	95	55	75	36	7	3	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0737.png	charjabug	battery		false	Normal	NFE
738	Vikavolt	Lucanon		Bug	Electric	500	77	70	90	145	75	43	7	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0738.png	vikavolt	levitate		true	Normal	ZU
739	Crabrawler	Crabagarre		Fighting		338	47	82	57	42	47	63	7	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0739.png	crabrawler	hyper-cutter,iron-fist	anger-point	false	Normal	LC
740	Crabominable	Crabominable		Fighting	Ice	478	97	132	77	62	67	43	7	1	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0740.png	crabominable	hyper-cutter,iron-fist	anger-point	true	Normal	ZU
